Category,Dose,GeoType,Geography,Year,Estimate,Population,SurveyedPercent,Exemptions,SurveyType
Varicella,1 Dose (unknown disease history),States,Arkansas,2013,,42649.0,96.3,,Census
Varicella,1 Dose (unknown disease history),States,Arkansas,2020,,37540.0,95.6,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Arkansas,2019,,39510.0,96.2,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Arkansas,2014,88.0,41252.0,95.9,,Census (public); Voluntary response (private)
Varicella,2 Doses (unknown disease history),States,Arkansas,2013,85.4,42649.0,96.3,,Census
Varicella,2 Doses (unknown disease history),States,Arkansas,2012,84.8,43212.0,96.3,,Census
Varicella,1 Dose (unknown disease history),States,Arkansas,2021,,39358.0,96.3,,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,Arkansas,2011,95.4,38754.0,92.2,,Census
Varicella,2 Doses (unknown disease history),States,Arkansas,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Arkansas,2009,,34733.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Arkansas,2011,,38754.0,92.2,,Census
Hepatitis B,,States,Arkansas,2016,93.8,39666.0,75.9,,Voluntary response
Hepatitis B,,States,Arkansas,2017,93.7,39630.0,95.4,,Census 
Hepatitis B,,States,Arkansas,2015,92.4,40258.0,95.6,,Census (public); Voluntary response (private)
Hepatitis B,,States,Arkansas,2014,90.2,41252.0,95.9,,Census (public); Voluntary response (private)
Hepatitis B,,States,Arkansas,2013,88.4,42649.0,96.3,,Census
Hepatitis B,,States,Arkansas,2012,87.4,43212.0,96.3,,Census
Hepatitis B,,States,Arkansas,2011,98.1,38754.0,92.2,,Census
Varicella,2 Doses (unknown disease history),States,Arkansas,2015,90.6,40258.0,95.6,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2017,91.3,39630.0,95.4,,Census 
"DTP, DTaP, or DT",,States,Arkansas,2016,89.2,39666.0,75.9,,Voluntary response
"DTP, DTaP, or DT",,States,Arkansas,2015,88.2,40258.0,95.6,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2014,85.6,41252.0,95.9,,Census (public); Voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2013,83.3,42649.0,96.3,,Census
"DTP, DTaP, or DT",,States,Arkansas,2012,82.9,43212.0,96.3,,Census
"DTP, DTaP, or DT",,States,Arkansas,2011,84.1,38754.0,92.2,,Census
"DTP, DTaP, or DT",,States,Arkansas,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Arkansas,2012,,43212.0,96.3,,Census
"DTP, DTaP, or DT",,States,Arkansas,2018,93.4,39257.0,95.4,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2019,93.2,39510.0,96.2,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2009,97.5,34733.0,100.0,,Census
MMR,,States,Arkansas,2021,92.5,39358.0,96.3,,"Census (pub.), vol. response (pvt.)"
MMR,,States,Arkansas,2020,93.2,37540.0,95.6,,Census (public). voluntary response (private)
MMR,,States,Arkansas,2019,94.3,39510.0,96.2,,Census (public). voluntary response (private)
MMR,,States,Arkansas,2018,94.2,39257.0,95.4,,Census (public). voluntary response (private)
MMR,,States,Arkansas,2017,91.9,39630.0,95.4,,Census 
MMR,,States,Arkansas,2016,91.9,39666.0,75.9,,Voluntary response
Varicella,1 Dose (unknown disease history),States,Arkansas,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Arkansas,2009,98.3,34733.0,100.0,,Census
"DTP, DTaP, or DT",,States,Arkansas,2020,92.3,37540.0,95.6,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Arkansas,2021,91.3,39358.0,96.3,,"Census (pub.), vol. response (pvt.)"
MMR,,States,Arkansas,2015,90.8,40258.0,95.6,,Census (public); Voluntary response (private)
MMR,,States,Arkansas,2014,88.4,41252.0,95.9,,Census (public); Voluntary response (private)
MMR,,States,Arkansas,2013,86.5,42649.0,96.3,,Census
MMR,,States,Arkansas,2012,85.9,43212.0,96.3,,Census
MMR,,States,Arkansas,2011,94.9,38754.0,92.2,,Census
Polio,,States,Delaware,2022,94.0,10674.0,9.7,,Stratified 2-stage cluster sample
Varicella,UTD (unknown disease history),States,Delaware,2022,94.0,10674.0,9.7,,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Delaware,2022,2.1,10674.0,9.7,250.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Delaware,2022,0.1,10674.0,9.7,15.0,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Delaware,2022,2.0,10674.0,9.7,235.0,Stratified 2-stage cluster sample
Hepatitis B,,States,Delaware,2022,95.6,10674.0,9.7,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Delaware,2022,94.0,10674.0,9.7,,Stratified 2-stage cluster sample
MMR,,States,Delaware,2022,95.1,10674.0,9.7,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Delaware,2022,,10674.0,9.7,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Delaware,2022,93.8,10674.0,9.7,,Stratified 2-stage cluster sample
MMR (PAC),MMR (PAC),States,Delaware,2017,98.6,,,,
MMR (PAC),MMR (PAC),States,Delaware,2018,98.8,,,,
MMR (PAC),MMR (PAC),States,Delaware,2020,97.6,,,,
MMR (PAC),MMR (PAC),States,Delaware,2021,98.8,,,,
MMR (PAC),MMR (PAC),States,Delaware,2022,98.1,,,,
MMR (PAC),MMR (PAC),States,Delaware,2023,97.5,,,,
Varicella,UTD (unknown disease history),States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
Exemption,Any Exemption,States,Delaware,2023,2.5,11043.0,12.1,274.0,Stratified 2-stage cluster sample
Exemption,Non-Medical Exemption,States,Delaware,2023,2.4,11043.0,12.1,267.0,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Delaware,2023,0.1,11043.0,12.1,8.0,Stratified 2-stage cluster sample
Polio,,States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
Hepatitis B,,States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
Varicella,2 Doses (unknown disease history),States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
Varicella,1 Dose (unknown disease history),States,Delaware,2023,,11043.0,12.1,,Stratified 2-stage cluster sample
"DTP, DTaP, or DT",,States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
MMR,,States,Delaware,2023,93.8,11043.0,12.1,,Stratified 2-stage cluster sample
MMR (PAC),MMR (PAC),States,Delaware,2024,97.4,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Varicella,UTD (unknown disease history),States,Delaware,2024,93.6,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Exemption,Any Exemption,States,Delaware,2024,2.6,10393.0,14.2,275.0,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Exemption,Non-Medical Exemption,States,Delaware,2024,2.6,10393.0,14.2,273.0,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Exemption,Medical Exemption,States,Delaware,2024,0.1,10393.0,14.2,1.0,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Polio,,States,Delaware,2024,94.9,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Hepatitis B,,States,Delaware,2024,95.7,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Varicella,2 Doses (unknown disease history),States,Delaware,2024,93.6,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Varicella,1 Dose (unknown disease history),States,Delaware,2024,,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
MMR,,States,Delaware,2024,94.1,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
"DTP, DTaP, or DT",,States,Delaware,2024,94.8,10393.0,14.2,,"2-stage cluster sample (pub.), nonrandom 2-stage cluster sample (prv.)"
Varicella,UTD (unknown disease history),States,Texas,2020,95.0,377840.0,98.9,,Census
Varicella,UTD (unknown disease history),States,Texas,2021,93.5,389037.0,99.3,,Census
Exemption,Non-Medical Exemption,States,Texas,2015,1.4,394801.0,,5350.0,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Texas,2016,1.6,389999.0,,6078.0,Census
Exemption,Non-Medical Exemption,States,Texas,2017,1.8,387981.0,,7044.0,Census
Exemption,Non-Medical Exemption,States,Texas,2018,2.2,390034.0,,8502.0,Census
Exemption,Non-Medical Exemption,States,Texas,2019,2.2,398680.0,,8965.0,Census
Exemption,Non-Medical Exemption,States,Texas,2020,2.1,377840.0,98.9,8118.0,Census
Exemption,Non-Medical Exemption,States,Texas,2014,1.3,406099.0,,5273.0,Census (public); Voluntary response (private)
Exemption,Non-Medical Exemption,States,Texas,2013,1.4,409255.0,,5536.0,Census
Exemption,Non-Medical Exemption,States,Texas,2012,1.2,414688.0,,4936.0,Census
Exemption,Non-Medical Exemption,States,Texas,2011,1.0,388178.0,,3889.0,Census
Exemption,Non-Medical Exemption,States,Texas,2010,,,,,
Exemption,Non-Medical Exemption,States,Texas,2009,0.8,381425.0,,2904.0,Census
Exemption,Medical Exemption,States,Texas,2021,0.2,389037.0,99.3,849.0,Census
Exemption,Any Exemption,States,Texas,2019,2.5,398680.0,,9894.0,Census
Exemption,Any Exemption,States,Texas,2020,2.3,377840.0,98.9,8817.0,Census
Exemption,Any Exemption,States,Texas,2021,2.9,389037.0,99.3,11166.0,Census
Exemption,Any Exemption,States,Texas,2015,1.6,394801.0,,6170.0,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Texas,2014,1.4,406099.0,,5679.0,Census (public); Voluntary response (private)
Exemption,Any Exemption,States,Texas,2013,,409255.0,,,Census
Exemption,Any Exemption,States,Texas,2012,,414688.0,,,Census
Exemption,Any Exemption,States,Texas,2010,,,,,
Exemption,Any Exemption,States,Texas,2011,1.5,388178.0,,5947.0,Census
Exemption,Any Exemption,States,Texas,2009,,381425.0,,,Census
Exemption,Non-Medical Exemption,States,Texas,2021,2.7,389037.0,99.3,10316.0,Census
Exemption,Any Exemption,States,Texas,2017,2.0,387981.0,,7825.0,Census
Exemption,Any Exemption,States,Texas,2016,1.8,389999.0,,6900.0,Census
Varicella,2 Doses (unknown disease history),States,Texas,2023,93.7,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
Hepatitis B,,States,Texas,2023,95.7,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
Polio,,States,Texas,2023,94.2,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
Exemption,Medical Exemption,States,Texas,2023,0.2,381421.0,92.4,817.0,"Census (pub.), vol. response (prv.)"
Exemption,Non-Medical Exemption,States,Texas,2023,3.6,381421.0,92.4,13910.0,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Texas,2023,3.9,381421.0,92.4,14727.0,"Census (pub.), vol. response (prv.)"
Varicella,UTD (unknown disease history),States,Texas,2023,93.7,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
MMR (PAC),MMR (PAC),States,Texas,2023,96.4,,,,
Varicella,UTD (unknown disease history),States,Texas,2024,92.6,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
MMR (PAC),MMR (PAC),States,Texas,2024,96.0,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
Polio,,States,Texas,2024,93.2,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
Exemption,Medical Exemption,States,Texas,2024,0.3,378860.0,97.3,1210.0,"Census (pub.), vol. response (prv.)"
Exemption,Non-Medical Exemption,States,Texas,2024,4.0,378860.0,97.3,15207.0,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Texas,2024,4.3,378860.0,97.3,16417.0,"Census (pub.), vol. response (prv.)"
Varicella,2 Doses (unknown disease history),States,Texas,2024,92.6,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
Hepatitis B,,States,Texas,2024,94.7,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
Varicella,1 Dose (unknown disease history),States,Texas,2024,,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
"DTP, DTaP, or DT",,States,Texas,2024,92.9,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
MMR,,States,Texas,2024,93.2,378860.0,97.3,,"Census (pub.), vol. response (prv.)"
Exemption,Any Exemption,States,Texas,2018,2.4,390034.0,,9474.0,Census
Hepatitis B,,States,Texas,2017,97.4,387981.0,99.4,,Census
Hepatitis B,,States,Texas,2018,97.5,390034.0,99.4,,Census
Hepatitis B,,States,Texas,2019,97.4,398680.0,99.6,,Census
Hepatitis B,,States,Texas,2020,96.7,377840.0,98.9,,Census
Hepatitis B,,States,Texas,2021,95.9,389037.0,99.3,,Census
Polio,,States,Texas,2011,99.3,388178.0,100.0,,Census
Polio,,States,Texas,2009,98.1,381425.0,98.3,,Census
Polio,,States,Texas,2010,,,,,
Polio,,States,Texas,2018,96.9,390034.0,99.4,,Census
Polio,,States,Texas,2017,96.9,387981.0,99.4,,Census
Polio,,States,Texas,2016,97.3,389999.0,99.0,,Census
Exemption,Medical Exemption,States,Texas,2020,0.2,377840.0,98.9,699.0,Census
Exemption,Medical Exemption,States,Texas,2019,0.2,398680.0,,929.0,Census
Exemption,Medical Exemption,States,Texas,2018,0.2,390034.0,,972.0,Census
Exemption,Medical Exemption,States,Texas,2017,0.2,387981.0,,780.0,Census
Exemption,Medical Exemption,States,Texas,2016,0.2,389999.0,,822.0,Census
Exemption,Medical Exemption,States,Texas,2015,0.2,394801.0,,821.0,Census (public); Voluntary response (private)
Exemption,Medical Exemption,States,Texas,2014,0.1,406099.0,,406.0,Census (public); Voluntary response (private)
Polio,,States,Texas,2019,96.8,398680.0,99.6,,Census
Exemption,Medical Exemption,States,Texas,2013,,409255.0,,,Census
Exemption,Medical Exemption,States,Texas,2012,,414688.0,,,Census
Exemption,Medical Exemption,States,Texas,2010,,,,,
Exemption,Medical Exemption,States,Texas,2011,0.5,388178.0,,2058.0,Census
Polio,,States,Texas,2012,97.5,414688.0,96.6,,Census
Polio,,States,Texas,2013,97.4,409255.0,97.1,,Census
Polio,,States,Texas,2014,97.3,406099.0,98.3,,Census (public); Voluntary response (private)
Polio,,States,Texas,2015,97.6,394801.0,98.7,,Census (public); Voluntary response (private)
Polio,,States,Texas,2020,95.2,377840.0,98.9,,Census
Exemption,Medical Exemption,States,Texas,2009,,381425.0,,,Census
Polio,,States,Texas,2021,94.0,389037.0,99.3,,Census
"DTP, DTaP, or DT",,States,Tennessee,2018,96.2,78630.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2019,96.4,80595.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2017,96.7,78743.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2021,95.2,79120.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2020,96.4,73819.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Tennessee,2009,97.4,90811.0,88.1,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Tennessee,2013,94.9,80212.0,99.8,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2012,94.5,85801.0,97.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2014,95.1,78276.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2011,,83950.0,99.9,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2015,,79233.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2014,,78276.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2013,,80212.0,99.8,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2020,,73819.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2019,,80595.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Tennessee,2012,,85801.0,97.0,,Census
MMR,,States,Tennessee,2018,96.5,78630.0,100.0,,Census
MMR,,States,Tennessee,2017,96.9,78743.0,100.0,,Census
MMR,,States,Tennessee,2016,96.9,78169.0,100.0,,Census
MMR,,States,Tennessee,2015,93.5,79233.0,100.0,,Census
MMR,,States,Tennessee,2020,96.6,73819.0,100.0,,Census
MMR,,States,Tennessee,2019,96.8,80595.0,100.0,,Census
MMR,,States,Tennessee,2021,95.8,79120.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2009,97.4,90811.0,88.1,,Voluntary response
"DTP, DTaP, or DT",,States,Tennessee,2016,96.8,78169.0,100.0,,Census
MMR,,States,Tennessee,2014,95.1,78276.0,100.0,,Census
MMR,,States,Tennessee,2013,94.9,80212.0,99.8,,Census
MMR,,States,Tennessee,2012,94.5,85801.0,97.0,,Census
MMR,,States,Tennessee,2011,97.3,83950.0,99.9,,Census
"DTP, DTaP, or DT",,States,Tennessee,2015,93.5,79233.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2014,95.1,78276.0,100.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2013,94.9,80212.0,99.8,,Census
"DTP, DTaP, or DT",,States,Tennessee,2012,94.5,85801.0,97.0,,Census
"DTP, DTaP, or DT",,States,Tennessee,2011,97.3,83950.0,99.9,,Census
"DTP, DTaP, or DT",,States,Tennessee,2010,,,,,
Hepatitis B,,States,Tennessee,2015,94.1,79233.0,100.0,,Census
Hepatitis B,,States,Tennessee,2014,95.1,78276.0,100.0,,Census
Hepatitis B,,States,Tennessee,2013,94.9,80212.0,99.8,,Census
Hepatitis B,,States,Tennessee,2012,94.5,85801.0,97.0,,Census
Hepatitis B,,States,Tennessee,2016,97.3,78169.0,100.0,,Census
Hepatitis B,,States,Tennessee,2010,,,,,
Hepatitis B,,States,Tennessee,2011,97.3,83950.0,99.9,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2015,93.5,79233.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2016,96.7,78169.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2018,96.2,78630.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2017,96.8,78743.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2020,96.4,73819.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2019,96.5,80595.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2021,95.4,79120.0,100.0,,Census
Hepatitis B,,States,Tennessee,2009,97.4,90811.0,88.1,,Voluntary response
Varicella,2 Doses (unknown disease history),States,Tennessee,2011,97.3,83950.0,99.9,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2010,,,,,
Varicella,1 Dose (unknown disease history),States,Tennessee,2021,,79120.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Tennessee,2009,,90811.0,88.1,,Voluntary response
MMR,,States,Texas,2023,94.3,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
"DTP, DTaP, or DT",,States,Texas,2023,94.0,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
Varicella,1 Dose (unknown disease history),States,Texas,2023,,381421.0,92.4,,"Census (pub.), vol. response (prv.)"
MMR (PAC),MMR (PAC),States,Texas,2017,98.3,,,,
MMR (PAC),MMR (PAC),States,Texas,2018,97.9,,,,
MMR (PAC),MMR (PAC),States,Texas,2019,97.8,,,,
MMR (PAC),MMR (PAC),States,Texas,2020,98.1,,,,
MMR (PAC),MMR (PAC),States,Texas,2021,97.4,,,,
MMR (PAC),MMR (PAC),States,Texas,2022,96.8,,,,
Polio,,States,Texas,2022,94.1,381680.0,98.0,,Census
Varicella,UTD (unknown disease history),States,Texas,2022,93.7,381680.0,98.0,,Census
Exemption,Any Exemption,States,Texas,2022,3.5,381680.0,98.0,13281.0,Census
Hepatitis B,,States,Texas,2022,95.8,381680.0,98.0,,Census
MMR,,States,Ohio,2009,88.6,131137.0,100.0,,Census
MMR,,States,Ohio,2010,,,,,
Exemption,Medical Exemption,States,Oklahoma,2021,0.2,54042.0,84.3,86.0,Vol. response
Polio,,States,Oklahoma,2019,94.1,55348.0,85.6,,Voluntary response
Exemption,Medical Exemption,States,Oklahoma,2014,0.1,56967.0,,76.0,Census
Exemption,Medical Exemption,States,Oklahoma,2015,0.1,54335.0,,79.0,Census
Exemption,Medical Exemption,States,Oklahoma,2016,0.2,52184.0,,79.0,Census
Exemption,Medical Exemption,States,Oklahoma,2017,0.2,53898.0,,91.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2013,1.4,57377.0,,808.0,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2014,1.4,56967.0,,800.0,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2009,0.9,51128.0,,456.0,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2010,,,,,
Exemption,Non-Medical Exemption,States,Oklahoma,2011,1.0,52987.0,,474.0,Census
Exemption,Non-Medical Exemption,States,Oklahoma,2012,1.2,56943.0,,672.0,Census
Exemption,Medical Exemption,States,Oklahoma,2009,0.2,51128.0,,119.0,Voluntary response
Polio,,States,Oklahoma,2021,91.9,54042.0,84.3,,Vol. response
Polio,,States,Oklahoma,2020,91.3,52656.0,90.0,,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2019,2.5,55348.0,,1395.0,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2020,2.3,52656.0,90.0,1188.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2017,1.8,53898.0,,991.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2018,2.5,54806.0,,1355.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2016,1.7,52184.0,,910.0,Census
Exemption,Any Exemption,States,Oklahoma,2021,3.5,54042.0,84.3,1865.0,Vol. response
Exemption,Any Exemption,States,Oklahoma,2018,2.6,54806.0,,1434.0,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oklahoma,2019,2.7,55348.0,,1468.0,Voluntary response
Exemption,Any Exemption,States,Oklahoma,2020,2.4,52656.0,90.0,1275.0,Census (public). voluntary response (private)
Exemption,Non-Medical Exemption,States,Oklahoma,2021,3.3,54042.0,84.3,1779.0,Vol. response
Exemption,Any Exemption,States,Oklahoma,2009,1.1,51128.0,,575.0,Voluntary response
Exemption,Any Exemption,States,Oklahoma,2012,1.3,56943.0,,738.0,Census
Exemption,Any Exemption,States,Oklahoma,2013,1.5,57377.0,,880.0,Voluntary response
Exemption,Any Exemption,States,Oklahoma,2014,1.5,56967.0,,877.0,Census
Exemption,Any Exemption,States,Oklahoma,2015,1.6,54335.0,,895.0,Census
Exemption,Any Exemption,States,Oklahoma,2016,1.9,52184.0,,989.0,Census
Exemption,Any Exemption,States,Oklahoma,2017,2.2,53898.0,,1182.0,Census (public). voluntary response (private)
Exemption,Any Exemption,States,Oklahoma,2011,1.1,52987.0,,548.0,Census
Exemption,Any Exemption,States,Oklahoma,2010,,,,,
Exemption,Medical Exemption,States,Oklahoma,2019,0.1,55348.0,,73.0,Voluntary response
Exemption,Medical Exemption,States,Oklahoma,2018,0.1,54806.0,,79.0,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,Oklahoma,2020,0.2,52656.0,90.0,87.0,Census (public). voluntary response (private)
Polio,,States,Oklahoma,2015,95.9,54335.0,96.1,,Census
Polio,,States,Oklahoma,2014,90.4,56967.0,95.9,,Census
Polio,,States,Oklahoma,2013,96.5,57377.0,71.3,,Voluntary response
Polio,,States,Oklahoma,2012,90.6,56943.0,95.5,,Census
Polio,,States,Oklahoma,2016,,52184.0,0.0,,Census
Polio,,States,Oklahoma,2017,93.7,53898.0,92.1,,Census (public). voluntary response (private)
Polio,,States,Oklahoma,2018,93.0,54806.0,92.1,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2018,95.7,54806.0,92.1,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2019,95.1,55348.0,85.6,,Voluntary response
Hepatitis B,,States,Oklahoma,2020,95.8,52656.0,90.0,,Census (public). voluntary response (private)
Hepatitis B,,States,Oklahoma,2021,95.2,54042.0,84.3,,Vol. response
Polio,,States,Oklahoma,2010,,,,,
Polio,,States,Oklahoma,2009,97.6,51128.0,88.9,,Voluntary response
Polio,,States,Oklahoma,2011,94.6,52987.0,90.9,,Census
Exemption,Medical Exemption,States,Oklahoma,2010,,,,,
Exemption,Medical Exemption,States,Oklahoma,2011,0.2,52987.0,,74.0,Census
Exemption,Medical Exemption,States,Oklahoma,2012,0.1,56943.0,,66.0,Census
Exemption,Medical Exemption,States,Oklahoma,2013,0.1,57377.0,,73.0,Voluntary response
Exemption,Non-Medical Exemption,States,Oklahoma,2015,1.5,54335.0,,816.0,Census
Hepatitis B,,States,Oklahoma,2017,94.1,53898.0,92.1,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2021,,139077.0,91.9,,"Census (pub.), vol. response (pvt.)"
Varicella,2 Doses (unknown disease history),States,Ohio,2009,,131137.0,100.0,,Census
Varicella,2 Doses (unknown disease history),States,Ohio,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Ohio,2011,95.4,146144.0,94.5,,Convenient 
"DTP, DTaP, or DT",,States,Ohio,2021,88.5,139077.0,91.9,,"Census (pub.), vol. response (pvt.)"
"DTP, DTaP, or DT",,States,Ohio,2020,89.0,128535.0,91.1,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2009,91.2,131137.0,100.0,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2010,,,,,
"DTP, DTaP, or DT",,States,Ohio,2018,91.9,139679.0,94.9,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,Ohio,2019,92.3,139103.0,98.8,,Census
"DTP, DTaP, or DT",,States,Ohio,2017,92.1,138753.0,94.9,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2020,,128535.0,91.1,,Census (public). voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2019,,139103.0,98.8,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2013,,150000.0,92.5,,Census
Varicella,1 Dose (unknown disease history),States,Ohio,2014,,149080.0,91.0,,Census (public); Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2015,,144604.0,93.7,,Census (public); Voluntary response (private)
Varicella,1 Dose (unknown disease history),States,Ohio,2011,,146144.0,94.5,,Convenient 
Varicella,1 Dose (unknown disease history),States,Ohio,2012,,163687.0,86.9,,Census
Hepatitis B,,States,Ohio,2016,95.2,137542.0,95.5,,Census
Hepatitis B,,States,Ohio,2012,99.0,163687.0,86.9,,Census
Hepatitis B,,States,Ohio,2013,99.0,150000.0,92.5,,Census
Hepatitis B,,States,Ohio,2014,95.2,149080.0,91.0,,Census (public); Voluntary response (private)
Hepatitis B,,States,Ohio,2015,95.1,144604.0,93.7,,Census (public); Voluntary response (private)
Hepatitis B,,States,Ohio,2011,99.0,146144.0,94.5,,Convenient 
Hepatitis B,,States,Ohio,2010,,,,,
Varicella,2 Doses (unknown disease history),States,Ohio,2021,87.9,139077.0,91.9,,"Census (pub.), vol. response (pvt.)"
Hepatitis B,,States,Ohio,2009,90.5,131137.0,100.0,,Census
